houseid,pno,p3p3_sex,p3p4_age,occupn
130303032324e12,1,1. Male,80,NA
120302011296e12,6,2. Female,0,NA
603025112122e11,3,1. Male,7,NA
403160321666e11,3,1. Male,28,NA
110203022287e12,6,1. Male,98,NA
705060422436e11,9,1. Male,2,NA
802100422626e11,3,1. Male,15,NA
120201112296e12,5,2. Female,3,NA
303080421363e11,3,1. Male,17,NA
60504011203e12,5,2. Female,10,NA
804020122508e11,6,1. Male,7,NA
902060222738e11,6,2. Female,32,NA
103020321021e11,2,2. Female,35,NA
130303022324e12,7,1. Male,5,NA
602030311927e11,4,2. Female,10,NA
50601032169e12,4,1. Male,2,NA
201050121155e11,2,1. Male,25,NA
306080121413e11,5,1. Male,10,NA
603024411866e11,4,2. Female,19,NA
302090511306e11,3,2. Female,10,NA
603020612145e11,3,1. Male,23,NA
302090411245e11,4,2. Female,10,NA
802040122495e11,5,2. Female,11,NA
102010221027e11,7,2. Female,13,NA
406030611543e11,3,2. Female,7,NA
120401162311e12,6,2. Female,1,NA
130104032315e12,5,2. Female,60,NA
405060321512e11,6,1. Male,7,NA
100502072278e12,3,2. Female,25,NA
602040212217e11,6,1. Male,23,NA
606050311914e11,7,1. Male,15,NA
110305022293e12,3,2. Female,15,NA
606050411916e11,5,2. Female,21,NA
602050712245e11,2,2. Female,64,NA
704030122464e11,5,2. Female,7,NA
901090222655e11,13,2. Female,3,NA
305070521229e11,10,1. Male,7,NA
406070321585e11,3,1. Male,20,NA
803031612611e11,8,1. Male,11,NA
204020321153e11,4,2. Female,5,NA
130507022327e12,5,1. Male,3,NA
1203022423e14,1,1. Male,78,NA
130503051314e12,4,2. Female,16,NA
703100222364e11,8,2. Female,9,NA
100502062279e12,6,1. Male,1,NA
100301012277e12,4,2. Female,6,NA
130206072321e12,11,1. Male,13,NA
602020812184e11,4,2. Female,2,NA
701020322285e11,3,1. Male,11,NA
903060622744e11,3,2. Female,5,NA
301050221434e11,5,1. Male,9,NA
302030421326e11,4,1. Male,9,NA
603011711904e11,6,1. Male,1,NA
204080821095e11,3,2. Female,23,NA
603021812231e11,2,2. Female,31,NA
104030321046e11,5,1. Male,10,NA
6030201119e13,7,1. Male,49,NA
603025111999e11,4,1. Male,25,NA
702100512258e11,3,1. Male,7,NA
201010511093e11,6,1. Male,10,NA
702090112369e11,5,1. Male,16,NA
301050221467e11,7,2. Female,76,NA
201010311117e11,2,2. Female,40,NA
803032912584e11,7,2. Female,9,NA
605050712005e11,4,2. Female,22,NA
602020312205e11,6,2. Female,5,NA
703090422357e11,2,2. Female,39,NA
306040121455e11,2,1. Male,12,NA
603026411969e11,8,2. Female,22,NA
901040322666e11,5,1. Male,20,NA
204080411205e11,4,2. Female,14,NA
602040312178e11,3,2. Female,17,NA
30110012143e12,4,2. Female,17,NA
110103032293e12,2,2. Female,23,NA
602030812222e11,3,1. Male,6,NA
605010212027e11,1,1. Male,77,NA
406010321578e11,8,2. Female,16,NA
603022712143e11,8,2. Female,9,NA
705060122457e11,4,1. Male,16,NA
802030522506e11,2,2. Female,23,NA
603030912242e11,6,2. Female,25,NA
204010921204e11,10,1. Male,8,NA
406040121579e11,3,2. Female,16,NA
130301022324e12,4,2. Female,5,NA
603011712144e11,12,1. Male,18,NA
604010521824e11,7,1. Male,1,NA
603025711999e11,10,2. Female,2,NA
701020122283e11,7,2. Female,6,NA
703100322353e11,7,2. Female,5,NA
305070521336e11,3,2. Female,27,NA
100503012279e12,8,1. Male,0,NA
605020312014e11,8,1. Male,28,NA
505031221718e11,3,1. Male,3,NA
301090321375e11,5,1. Male,7,NA
804050222553e11,2,2. Female,32,NA
901060122711e11,3,1. Male,6,NA
301050421422e11,5,2. Female,8,NA
603040211967e11,4,1. Male,28,NA
302100221241e11,10,1. Male,1,NA
605060311961e11,3,1. Male,8,NA
130301052322e12,3,2. Female,18,NA
505050921746e11,3,1. Male,11,NA
504010121764e11,5,2. Female,9,NA
130203012319e12,3,2. Female,6,NA
120308092299e12,3,1. Male,4,NA
130209022321e12,4,2. Female,15,NA
505030111684e11,5,2. Female,17,NA
304110221386e11,5,1. Male,18,NA
90104062273e12,4,2. Female,21,NA
802030122624e11,3,2. Female,12,NA
604020121825e11,3,2. Female,25,NA
603030412149e11,3,1. Male,16,NA
606070411941e11,4,2. Female,23,NA
10040302228e13,4,1. Male,20,NA
102020121028e11,6,1. Male,6,NA
505031811715e11,4,1. Male,8,NA
403110121499e11,6,2. Female,7,NA
602050512065e11,8,1. Male,10,NA
603026012232e11,1,1. Male,75,NA
901070222665e11,2,2. Female,21,NA
606071122119e11,6,1. Male,16,NA
120401062309e12,3,1. Male,11,NA
303080221395e11,3,1. Male,17,NA
202010721181e11,3,1. Male,3,NA
403180121488e11,8,2. Female,9,NA
602020111936e11,9,2. Female,9,NA
703020522402e11,5,2. Female,14,NA
406050511687e11,4,1. Male,11,NA
204010621161e11,7,2. Female,4,NA
10104032106e12,7,1. Male,15,NA
603023612157e11,9,1. Male,21,NA
130205012325e12,8,2. Female,13,NA
603020512008e11,6,1. Male,14,NA
903010522707e11,3,1. Male,36,NA
302090711236e11,6,2. Female,5,NA
3030501213e13,2,2. Female,73,NA
603030512158e11,11,2. Female,18,NA
802080322496e11,1,1. Male,63,NA
130403012316e12,3,2. Female,13,NA
10020204228e13,2,2. Female,20,NA
601010221904e11,3,1. Male,9,NA
201010311115e11,7,1. Male,20,NA
110104042294e12,3,1. Male,33,NA
602040212217e11,8,2. Female,10,NA
603030511883e11,2,2. Female,30,NA
120201192308e12,4,2. Female,14,NA
603023711965e11,5,1. Male,0,NA
602030712223e11,5,1. Male,24,NA
603030912242e11,8,1. Male,21,NA
110306051287e12,6,2. Female,1,NA
403100321506e11,1,1. Male,66,NA
903060922699e11,5,2. Female,27,NA
403130421492e11,5,1. Male,8,NA
60302151219e12,6,1. Male,22,NA
402010621685e11,6,1. Male,14,NA
70108032229e12,5,1. Male,9,NA
302010511313e11,16,2. Female,12,NA
306030321246e11,1,2. Female,74,NA
70210072246e12,2,2. Female,28,NA
704020322393e11,5,1. Male,3,NA
602020111937e11,5,2. Female,2,NA
803100222573e11,4,1. Male,17,NA
130206082328e12,12,1. Male,0,NA
903030122702e11,3,2. Female,25,NA
803010122609e11,3,2. Female,22,NA
603013212072e11,14,2. Female,4,NA
130203022325e12,9,2. Female,14,NA
702030122345e11,2,2. Female,57,NA
404040121632e11,4,1. Male,15,NA
602021112074e11,8,2. Female,10,NA
606070312081e11,7,2. Female,6,NA
702070622435e11,5,1. Male,4,NA
505030111687e11,2,2. Female,38,NA
103060221021e11,8,1. Male,11,NA
104020421048e11,5,1. Male,14,NA
603011511859e11,5,1. Male,26,NA
702030422343e11,5,2. Female,12,NA
603023812232e11,8,1. Male,21,NA
130204012321e12,6,2. Female,11,NA
602020512185e11,7,2. Female,29,NA
606071122119e11,6,1. Male,3,NA
405040321542e11,2,2. Female,82,NA
130503081326e12,7,1. Male,6,NA
130502032326e12,7,2. Female,3,NA
110204022285e12,4,1. Male,11,NA
705050122441e11,5,1. Male,1,NA
302010911298e11,8,1. Male,12,NA
401030321626e11,2,2. Female,17,NA
603011311977e11,1,1. Male,57,NA
802070522631e11,2,2. Female,68,NA
702020222428e11,6,1. Male,13,NA
702060122408e11,6,1. Male,8,NA
802090422496e11,4,2. Female,9,NA
130502012326e12,3,1. Male,16,NA
120101042306e12,3,2. Female,5,NA
401011121592e11,9,2. Female,15,NA
103020321054e11,8,2. Female,0,NA
505040121782e11,5,1. Male,8,NA
803040222604e11,7,1. Male,9,NA
12040205231e13,5,2. Female,5,NA
120203052308e12,3,1. Male,16,NA
100103022282e12,3,1. Male,63,NA
202020721132e11,8,1. Male,22,NA
120304062297e12,5,1. Male,13,NA
606040612115e11,3,2. Female,3,NA
704020322318e11,7,1. Male,9,NA
302091311309e11,14,2. Female,19,NA
120305032297e12,4,2. Female,17,NA
603026512147e11,3,1. Male,11,NA
70505032244e12,4,1. Male,28,NA
701030422394e11,14,1. Male,1,NA
903070422754e11,4,2. Female,25,NA
606070211949e11,5,1. Male,20,NA
703060122347e11,3,1. Male,16,NA
603023112269e11,5,2. Female,1,NA
30503022128e12,3,2. Female,6,NA
801030222534e11,3,2. Female,13,NA
406060821545e11,4,2. Female,6,NA
603026212149e11,5,1. Male,5,NA
507060321793e11,5,2. Female,3,NA
104010321046e11,8,2. Female,23,NA
406030511573e11,3,1. Male,12,NA
605060312016e11,10,2. Female,11,NA
902030612735e11,5,2. Female,9,NA
40605061162e12,3,2. Female,16,NA
20401012116e12,2,2. Female,26,NA
802030322505e11,2,2. Female,43,NA
602041921918e11,5,1. Male,18,NA
130301022323e12,4,1. Male,10,NA
901090222656e11,3,2. Female,10,NA
70313022236e12,3,2. Female,9,NA
602020711839e11,3,1. Male,8,NA
505031921713e11,4,2. Female,22,NA
120307032302e12,1,1. Male,77,NA
304010121358e11,1,1. Male,81,NA
402050721656e11,1,1. Male,41,NA
60206012221e12,7,2. Female,0,NA
130503081329e12,11,2. Female,19,NA
602040612215e11,3,1. Male,0,NA
507060321681e11,3,2. Female,23,NA
603021812167e11,8,2. Female,20,NA
203021321172e11,5,1. Male,10,NA
102040521058e11,4,1. Male,5,NA
901070222729e11,7,1. Male,26,NA
104050121031e11,5,2. Female,24,NA
110104032291e12,3,1. Male,14,NA
304150121413e11,5,1. Male,3,NA
703040122414e11,12,2. Female,3,NA
803100322572e11,6,2. Female,13,NA
603021111968e11,7,2. Female,10,NA
201011121091e11,3,2. Female,15,NA
70402062232e12,5,2. Female,13,NA
704061122383e11,4,1. Male,3,NA
110409012287e12,3,1. Male,22,NA
101110921066e11,8,2. Female,3,NA
606010511946e11,6,1. Male,11,NA
606071122113e11,11,1. Male,28,NA
901070122746e11,9,2. Female,25,NA
405050321515e11,6,1. Male,0,NA
130304072322e12,3,2. Female,17,NA
130505072328e12,3,2. Female,3,NA
130510042328e12,3,1. Male,8,NA
7011002224e13,6,1. Male,9,NA
130303072324e12,3,1. Male,6,NA
100102042282e12,3,2. Female,7,NA
702060622456e11,7,1. Male,2,NA
201020121105e11,3,1. Male,8,NA
603030411969e11,5,1. Male,36,NA
203021121165e11,5,1. Male,12,NA
606050411913e11,6,1. Male,23,NA
303070121222e11,4,1. Male,23,NA
606040212122e11,10,2. Female,22,NA
605051012036e11,7,2. Female,13,NA
505030611786e11,9,1. Male,7,NA
507050621814e11,8,2. Female,0,NA
60607011194e12,3,1. Male,12,NA
120306012297e12,5,1. Male,12,NA
304050921383e11,7,2. Female,2,NA
603010611861e11,6,2. Female,19,NA
705050122441e11,4,1. Male,23,NA
603026611965e11,5,1. Male,20,NA
110308022291e12,4,1. Male,9,NA
603020712002e11,1,2. Female,71,NA
110302052294e12,2,1. Male,20,NA
120104062307e12,5,2. Female,0,NA
201020421123e11,8,2. Female,2,NA
110301012287e12,3,1. Male,20,NA
104030321046e11,5,1. Male,1,NA
507020321808e11,8,2. Female,12,NA
605050512058e11,3,1. Male,9,NA
60202041184e12,4,1. Male,8,NA
606020212119e11,2,1. Male,28,NA
100301012277e12,5,2. Female,1,NA
302110721437e11,6,2. Female,10,NA
110301062291e12,8,2. Female,6,NA
402030321653e11,8,2. Female,69,NA
603025112035e11,3,1. Male,17,NA
504010421781e11,4,2. Female,4,NA
120105062305e12,6,1. Male,7,NA
130209012319e12,3,2. Female,13,NA
70505032244e12,6,2. Female,12,NA
901090422654e11,6,1. Male,14,NA
602020411841e11,7,2. Female,14,NA
602041411922e11,5,2. Female,2,NA
702010422421e11,6,2. Female,1,NA
120303052296e12,3,2. Female,21,NA
101090421041e11,6,1. Male,3,NA
605051012036e11,9,1. Male,25,NA
100502031279e12,3,2. Female,10,NA
701090122479e11,8,1. Male,98,NA
203030221146e11,3,2. Female,15,NA
306070121376e11,4,1. Male,15,NA
60202041184e12,2,1. Male,23,NA
120203032309e12,5,1. Male,9,NA
406020611518e11,3,1. Male,16,NA
603011011864e11,9,1. Male,3,NA
503040321701e11,4,2. Female,15,NA
705060322434e11,7,2. Female,1,NA
11030503229e13,5,1. Male,10,NA
204081221199e11,10,1. Male,4,NA
304040221346e11,3,2. Female,22,NA
705020322271e11,3,2. Female,12,NA
605051112057e11,2,2. Female,40,NA
302091011471e11,3,1. Male,1,NA
120303052299e12,2,2. Female,48,NA
507020221807e11,4,1. Male,10,NA
110306061294e12,3,2. Female,36,NA
60207031207e12,3,2. Female,16,NA
603012811884e11,4,1. Male,15,NA
204040421201e11,2,2. Female,41,NA
603023612125e11,7,2. Female,10,NA
202010521128e11,6,1. Male,6,NA
130503081329e12,5,2. Female,18,NA
403110121499e11,2,1. Male,8,NA
403050121496e11,1,2. Female,64,NA
60302271186e12,6,2. Female,8,NA
110302082295e12,7,2. Female,3,NA
110204032285e12,3,2. Female,1,NA
502030121721e11,6,1. Male,0,NA
120303052299e12,6,1. Male,25,NA
204010521158e11,3,2. Female,10,NA
801020222531e11,7,1. Male,0,NA
702010422421e11,2,2. Female,43,NA
403040221472e11,7,2. Female,74,NA
100305072276e12,5,2. Female,2,NA
305070121332e11,4,2. Female,11,NA
802020222585e11,7,2. Female,5,NA
303080521294e11,1,1. Male,43,NA
802080322499e11,2,1. Male,42,NA
305060221273e11,9,1. Male,10,NA
120308032301e12,6,1. Male,1,NA
403070321667e11,4,2. Female,17,NA
603022012053e11,2,2. Female,30,NA
604010321825e11,3,2. Female,15,NA
4010109216e13,4,2. Female,18,NA
602061222175e11,5,1. Male,10,NA
130303072324e12,7,2. Female,24,NA
901080222692e11,3,2. Female,32,NA
605010212027e11,1,1. Male,29,NA
603023311892e11,8,2. Female,6,NA
406030611533e11,5,2. Female,4,NA
603022612137e11,4,2. Female,13,NA
504040521764e11,3,1. Male,15,NA
201030121118e11,4,1. Male,14,NA
606070911876e11,5,1. Male,18,NA
120302171298e12,2,2. Female,77,NA
130304062325e12,7,1. Male,11,NA
110203022287e12,3,1. Male,15,NA
403140221484e11,8,2. Female,5,NA
703010322404e11,8,1. Male,4,NA
304060221389e11,8,1. Male,13,NA
203020421173e11,4,2. Female,12,NA
603030412149e11,5,1. Male,21,NA
10020302228e13,2,2. Female,64,NA
102030321026e11,3,1. Male,20,NA
110306112289e12,8,1. Male,0,NA
80106032252e12,2,2. Female,16,NA
60302181227e12,4,2. Female,7,NA
302030921403e11,10,1. Male,26,NA
406050611619e11,2,2. Female,47,NA
701120122474e11,2,2. Female,27,NA
801010222515e11,2,1. Male,2,NA
702060222364e11,3,1. Male,15,NA
120301082295e12,3,2. Female,7,NA
603023712155e11,3,1. Male,15,NA
903060422724e11,7,2. Female,12,NA
302110621322e11,8,2. Female,19,NA
406060221565e11,6,2. Female,10,NA
606070912102e11,6,1. Male,7,NA
603030811885e11,2,2. Female,32,NA
605051222007e11,3,1. Male,18,NA
505020521775e11,3,1. Male,6,NA
902030812689e11,6,2. Female,20,NA
120401112311e12,4,2. Female,70,NA
406030611543e11,8,1. Male,17,NA
130101012313e12,7,1. Male,5,NA
204070321179e11,4,2. Female,17,NA
130304012322e12,4,2. Female,12,NA
60606041212e12,3,2. Female,23,NA
110102022292e12,5,1. Male,6,NA
606040512123e11,7,1. Male,11,NA
605050612045e11,7,1. Male,16,NA
120301062299e12,8,1. Male,6,NA
606050111909e11,10,1. Male,0,NA
507030221802e11,3,1. Male,17,NA
603022212038e11,4,2. Female,4,NA
603026711898e11,11,2. Female,12,NA
100506052283e12,5,2. Female,10,NA
60302621223e12,3,2. Female,15,NA
301050221432e11,4,2. Female,20,NA
403040421473e11,2,2. Female,24,NA
302110121234e11,2,2. Female,43,NA
605050912038e11,11,2. Female,22,NA
70303072235e12,4,2. Female,14,NA
602022821939e11,13,2. Female,1,NA
804030322539e11,3,2. Female,20,NA
201060421098e11,4,2. Female,17,NA
601040221827e11,3,1. Male,9,NA
902050322752e11,4,1. Male,13,NA
605051522044e11,5,2. Female,15,NA
605050211993e11,9,1. Male,24,NA
301020221467e11,4,2. Female,19,NA
120303052299e12,5,1. Male,2,NA
803032412597e11,3,2. Female,11,NA
602061321879e11,11,1. Male,1,NA
802060322498e11,3,2. Female,26,NA
703130522361e11,3,1. Male,19,NA
602040422177e11,4,1. Male,15,NA
603026612135e11,6,2. Female,14,NA
803030912595e11,7,2. Female,98,NA
606010411948e11,2,2. Female,22,NA
606040412108e11,3,1. Male,24,NA
702070122424e11,6,2. Female,6,NA
603030411898e11,4,2. Female,15,NA
110302062292e12,5,1. Male,3,NA
602041511844e11,7,1. Male,70,NA
602020512184e11,11,2. Female,20,NA
405070321527e11,4,1. Male,3,NA
603024411866e11,7,2. Female,12,NA
804050222512e11,7,1. Male,27,NA
603024811894e11,6,1. Male,17,NA
703020622363e11,4,2. Female,6,NA
702010222419e11,10,2. Female,26,NA
201030321121e11,3,1. Male,6,NA
100502031279e12,1,2. Female,64,NA
203020221146e11,6,1. Male,6,NA
201020421123e11,3,1. Male,0,NA
803031412567e11,4,2. Female,12,NA
605020312015e11,4,1. Male,8,NA
603012412093e11,13,2. Female,11,NA
406050921575e11,3,2. Female,5,NA
110203042287e12,6,1. Male,12,NA
703100522417e11,3,1. Male,2,NA
110205022286e12,4,1. Male,14,NA
603024911979e11,6,2. Female,17,NA
110302042293e12,2,2. Female,25,NA
603010911865e11,3,2. Female,5,NA
505030611786e11,7,1. Male,0,NA
603021411851e11,6,1. Male,17,NA
302090411331e11,7,2. Female,24,NA
100202032278e12,7,2. Female,5,NA
803060422555e11,5,2. Female,17,NA
602020111937e11,4,2. Female,7,NA
603021311997e11,3,2. Female,2,NA
605050412038e11,2,2. Female,26,NA
602041411922e11,6,1. Male,17,NA
507050821797e11,2,2. Female,26,NA
1203030823e14,5,1. Male,16,NA
704060822383e11,4,1. Male,5,NA
130509042329e12,3,1. Male,14,NA
100502041279e12,5,1. Male,21,NA
402010921602e11,5,1. Male,9,NA
703030822397e11,3,2. Female,7,NA
120308162299e12,7,1. Male,11,NA
302050221286e11,4,1. Male,1,NA
703080122262e11,4,1. Male,23,NA
103070121008e11,3,1. Male,16,NA
80209052263e12,2,2. Female,36,NA
505031611767e11,4,2. Female,12,NA
602050612065e11,26,2. Female,19,NA
110202032286e12,5,2. Female,0,NA
903010622709e11,7,2. Female,3,NA
40601061159e12,2,2. Female,20,NA
304080121359e11,3,2. Female,18,NA
100501032281e12,3,1. Male,24,NA
603021412051e11,4,1. Male,5,NA
602050712245e11,12,1. Male,27,NA
10020201228e13,8,2. Female,80,NA
901050222645e11,7,2. Female,4,NA
80209062263e12,5,2. Female,10,NA
202010621141e11,8,1. Male,17,NA
50403022171e12,5,2. Female,6,NA
601040321826e11,2,2. Female,61,NA
705010122368e11,5,1. Male,3,NA
40602041157e12,5,1. Male,57,NA
100506062282e12,5,2. Female,1,NA
702030522345e11,5,1. Male,22,NA
306060521248e11,5,1. Male,3,NA
703030822396e11,4,2. Female,12,NA
901080322728e11,6,1. Male,7,NA
606010512107e11,7,2. Female,19,NA
403030121478e11,12,2. Female,7,NA
130306022322e12,3,1. Male,17,NA
204090221188e11,8,2. Female,3,NA
110104052291e12,6,2. Female,5,NA
100501011278e12,6,2. Female,1,NA
60506021209e12,6,1. Male,2,NA
301080121427e11,3,2. Female,1,NA
703100722407e11,4,1. Male,16,NA
120302051302e12,5,1. Male,11,NA
40202042166e12,7,1. Male,5,NA
703060522415e11,5,1. Male,13,NA
702050122298e11,8,1. Male,4,NA
130304062325e12,3,1. Male,2,NA
402020421659e11,3,2. Female,0,NA
704070622469e11,3,1. Male,14,NA
703130622368e11,3,2. Female,15,NA
702100112259e11,1,1. Male,18,NA
202020221131e11,4,1. Male,8,NA
704060122383e11,5,1. Male,5,NA
100603012281e12,8,1. Male,5,NA
100505012278e12,3,2. Female,11,NA
505031811715e11,5,2. Female,14,NA
304140421393e11,4,2. Female,37,NA
507030221802e11,3,1. Male,13,NA
603013611976e11,12,2. Female,6,NA
603013212068e11,3,1. Male,8,NA
110301052295e12,3,2. Female,20,NA
304040321385e11,6,1. Male,6,NA
302060521458e11,3,2. Female,18,NA
603024011977e11,11,1. Male,26,NA
606050411912e11,11,1. Male,32,NA
702060622485e11,5,2. Female,9,NA
603030812142e11,2,2. Female,28,NA
803031412567e11,4,1. Male,14,NA
202020921135e11,4,2. Female,6,NA
605050612046e11,2,2. Female,43,NA
303030221399e11,6,1. Male,14,NA
120104062307e12,7,1. Male,2,NA
603011911863e11,11,2. Female,7,NA
603012912191e11,5,2. Female,19,NA
602030311926e11,6,2. Female,8,NA
603031012144e11,4,1. Male,9,NA
70313022236e12,8,2. Female,65,NA
603020812197e11,3,1. Male,2,NA
120101052306e12,6,1. Male,6,NA
110303012287e12,3,2. Female,2,NA
702070122422e11,4,2. Female,24,NA
130509042329e12,3,1. Male,8,NA
70303072235e12,7,1. Male,2,NA
605060612088e11,7,1. Male,0,NA
702100112445e11,5,2. Female,3,NA
603020512052e11,5,2. Female,13,NA
602041111845e11,5,2. Female,16,NA
702090112338e11,6,1. Male,5,NA
101030121e14,7,2. Female,7,NA
701080422289e11,3,2. Female,27,NA
103070121053e11,2,2. Female,31,NA
201010921106e11,8,1. Male,2,NA
603022412053e11,3,1. Male,18,NA
702070122425e11,3,2. Female,3,NA
701050122447e11,3,2. Female,4,NA
507080321684e11,5,2. Female,13,NA
60606021208e12,6,2. Female,23,NA
401020421616e11,6,2. Female,8,NA
201020521124e11,4,1. Male,11,NA
100504022278e12,8,2. Female,14,NA
303070121478e11,6,2. Female,76,NA
603013722192e11,4,1. Male,3,NA
60206012188e12,4,1. Male,11,NA
104060221012e11,5,2. Female,15,NA
302030111408e11,7,1. Male,15,NA
602020912072e11,5,1. Male,3,NA
507030421682e11,5,2. Female,15,NA
606040212118e11,12,2. Female,1,NA
603022711972e11,5,1. Male,0,NA
40318022149e12,6,2. Female,12,NA
803031412566e11,9,1. Male,4,NA
903040322675e11,2,2. Female,49,NA
130503021328e12,8,1. Male,9,NA
702010322278e11,5,2. Female,8,NA
120303022297e12,3,2. Female,15,NA
603023412195e11,7,2. Female,8,NA
102010121009e11,3,2. Female,30,NA
100403012281e12,4,1. Male,14,NA
104050121014e11,8,2. Female,6,NA
120302282303e12,4,2. Female,8,NA
303080521228e11,2,2. Female,36,NA
603031011887e11,12,1. Male,1,NA
70309022231e12,9,1. Male,7,NA
203020821165e11,5,2. Female,9,NA
100502062279e12,2,2. Female,36,NA
506040221736e11,4,2. Female,18,NA
12040112231e13,3,2. Female,16,NA
302100321292e11,2,2. Female,35,NA
603026412276e11,3,2. Female,17,NA
90203081269e12,3,2. Female,9,NA
902060522692e11,6,1. Male,9,NA
505030611787e11,3,2. Female,17,NA
301070521432e11,4,1. Male,14,NA
603011711896e11,3,1. Male,18,NA
603021712196e11,2,2. Female,54,NA
401020421616e11,3,2. Female,14,NA
120401152311e12,3,1. Male,3,NA
10040301228e13,1,2. Female,48,NA
130202012319e12,3,2. Female,2,NA
130301022324e12,5,2. Female,3,NA
602030911927e11,3,2. Female,8,NA
603012611863e11,4,1. Male,15,NA
90102022264e12,3,2. Female,15,NA
603020611981e11,4,2. Female,0,NA
101060121083e11,7,2. Female,1,NA
303010221306e11,3,1. Male,15,NA
802080222497e11,5,2. Female,11,NA
130509022317e12,6,2. Female,11,NA
605010112024e11,7,1. Male,28,NA
60302591e15,7,2. Female,29,NA
130303012324e12,4,1. Male,5,NA
504030621732e11,5,1. Male,14,NA
603021111969e11,2,2. Female,20,NA
603020912249e11,5,1. Male,18,NA
120308012301e12,5,1. Male,10,NA
103020121052e11,9,2. Female,14,NA
302090611462e11,2,1. Male,24,NA
130508012318e12,4,2. Female,12,NA
702100212292e11,5,1. Male,5,NA
401020321616e11,5,2. Female,17,NA
602050212067e11,5,2. Female,12,NA
101110221069e11,6,1. Male,0,NA
507020321807e11,2,2. Female,49,NA
901050422637e11,4,2. Female,16,NA
120302121297e12,7,2. Female,0,NA
901070222664e11,5,1. Male,21,NA
704070322468e11,6,2. Female,2,NA
110305132289e12,7,1. Male,0,NA
303060221402e11,5,2. Female,5,NA
901030322716e11,3,2. Female,21,NA
605051112057e11,3,1. Male,19,NA
605050612045e11,7,2. Female,12,NA
507080221812e11,1,2. Female,23,NA
702030522456e11,2,2. Female,31,NA
301020221419e11,3,2. Female,9,NA
204080111096e11,7,1. Male,4,NA
